ROW TYPE,ATTRIBUTE_NAME,Realisation,Initialisation,Parameters,prog_ent_max,prog_ent_min,prog_ent_xmin,prog_ent_int,prog_ent_grad,eff_dcfl,eff_dcff,cpress_term,ent_fac_sh,orig_mdet_fac,r_det,cca_md_knob,mparwtr,qlmin,stag_dropoff,cape_timescale,efrac,thpixs_mid,c_mass_sh,gwd_frc,fbcd,gsharp,nsigma,nsigmasf,fcrit,ez_max_bm,g0_rp,ricrit_rp,orog_drag_param,a_ent_1_rp,g1_rp,a_ent_2,dec_thres_cloud,par_mezcla_rp,lambda_min_rp,near_neut_z_on_l,tke_diag_fac,cbl_mix_fac_nml,dbsdtbs_turb_0,two_d_fsd_factor,dp_corr_strat,ice_width,c_r_correl,aut_qc,m_ci_rp,ai,x1r,ar,mp_dz_scal,param_mp_czero,param_mp_tau_lim,qclrime,ps_anth_so2_emiss,ps_dry_depvel_so2,ps_sigma_updraught,biom_aer_ems_scaling,sea_salt_ems_scaling,ps_acc_cor_scav,ps_natl_dms_emiss,marine_pom_ems_scaling,ps_dry_depvel_acc,ps_bc_refrac_im,aparam,liu_latent,bparam,u10_max_coare,rho_snow_fresh,a_snow_et,rho_snow_et_crit_delta,rho_snow_et_crit,can_clump_broadleaf,can_clump_needleleaf,tupp_io,f0_io,z0v_io,nl0_io,rootd_ft_io,n_lai_exposed3and4,fsmc_p0_io,gs_nvg_io
Experiment,,1,1,281,2.412654533,0.465484906,-3.098437736,-2.866565079,-1.075396787,2.254084672,4.00386638,0.801578824,0.521735982,1.170840559,0.628280044,1.063448767,0.001171193,0.000840666,2.302663941,1336.107246,0.820056106,0.725824329,0.037638534,3.188617566,0.492284208,1.805501632,2.73924432,3.203981329,2.930963574,358.9013861,31.79411978,0.314523568,0.164403302,0.262065445,0.968502733,0.06922081,0.184692075,0.075000684,20.00018244,1.739198707,1.269188068,0.284536612,0.000392476,1.224555185,25576.78691,0.012929114,0.413927762,2.550130899,1.032756702,0.014762678,0.250136644,0.084512622,1.95620095,9.684492464,2866.235698,0.000122926,0.976308421,0.814553659,0.371416236,3.777006223,0.578551533,0.873871069,1.16319796,0.749486026,4.95384426,0.918192457,0.097112005,0.000540242,-0.129541651,14.52826683,104.633776,3.07E-06,77.11892539,181.7527013,4.446189312,5.549272119,31.10556806,0.695311156,1.032058442,0.067504558,2.946415499,0.988046374,0.24529598,0.009681203
Experiment,,1,1,282,1.606443557,0.372604808,-2.987924163,-1.546342812,-0.642234379,2.732353644,5.774583289,0.489923895,0.76826693,1.119240422,0.803873107,1.006853188,0.001644284,0.000853679,1.198462701,1770.33141,0.903055377,0.485629493,0.030791896,3.654275484,7.532646492,0.701532905,2.725898312,1.665041795,1.240649122,406.6465762,9.261353636,1.079755767,0.395269064,0.372046197,1.374953337,0.014553746,0.099383539,0.301137583,80.3033554,0.419332423,2.763139936,0.168951616,0.000166798,1.115766135,7170.082845,0.912500858,0.588984903,2.887804996,2.592743969,0.02456313,0.260139428,0.20548375,2.168580632,3.704092943,8990.387533,0.000378802,1.040997382,0.276862764,0.461539125,0.761370917,0.430891549,1.482055625,1.585605856,1.123477969,7.258155598,0.491674105,0.112115041,0.005682756,-0.115142264,23.32506889,93.18956751,3.54E-06,27.7193274,120.9088949,4.234181186,5.20768516,31.67976568,0.708728532,1.637542437,0.02891451,1.813432166,2.027525395,0.653383058,0.008682201
Experiment,,1,1,283,2.66089589,0.340675862,-3.289759987,-4.372981607,-1.432827163,2.455586816,5.339935038,0.012858828,1.925100595,1.009820914,0.539515814,1.473478967,0.001314738,0.000276806,3.783777629,4292.768768,0.514929546,0.685961838,0.059576278,0.887472757,3.772102491,1.846543124,3.033441375,2.615639551,3.824005208,329.9759071,13.09341084,0.763742933,0.33749744,0.138319217,0.511179715,0.074038933,0.151911821,0.20542694,54.7805174,1.439503901,0.661324531,0.708526896,0.000328284,1.097187497,21835.12803,0.366545189,0.395807897,2.225626876,1.670899766,0.019228167,0.177897278,0.983183049,0.689105508,10.19174398,3082.300342,0.000324053,1.10111237,3.035013162,0.811753856,2.248064682,1.742910868,0.817204171,1.512004333,0.584495421,3.597782133,0.508257481,0.061300096,-0.002532414,-0.154710255,16.64803301,151.6261224,4.03E-06,9.651915447,161.2780379,9.667856542,2.808550933,27.13556958,0.731030649,0.808279315,0.042197325,3.346034601,0.693525636,0.721923564,0.014621162
Experiment,,1,1,284,1.919263087,0.481292858,-2.876773295,-1.554174519,-0.707552236,3.976615612,3.700893958,0.097528723,1.373062398,0.885809115,0.651231217,1.800174229,0.001009661,0.000824643,1.281207989,2979.522324,0.848462532,0.044570204,0.02762584,2.714250183,3.090897367,2.077211591,2.420080022,3.16496891,2.824879111,424.3951305,18.19058639,0.549734889,0.186020414,0.169412875,0.626091058,0.032308687,0.082740369,0.118311315,31.54968408,5.807940538,1.727166906,0.451622264,0.000181333,1.485851888,20722.73563,0.590643472,0.938310025,2.506475105,0.99473818,0.034010585,0.401006369,0.609446698,0.767248605,9.979656257,1839.074974,0.000218006,0.898744362,0.607409129,0.697729724,2.624865713,3.535003246,1.151317217,1.228187228,0.460148994,3.786828289,0.584212759,0.091678402,-0.003010235,-0.136444661,19.60675214,86.16429207,1.65E-06,36.24661526,122.4109073,7.682798742,7.016243998,39.08419949,0.654801575,1.00118857,0.050597979,6.211712022,3.782270626,0.107325144,0.013407346
Experiment,,1,1,285,2.019077908,0.337546527,-3.164389101,-2.71227111,-0.963793497,3.856667978,2.17259434,0.311623781,1.211980633,1.968852925,0.80843845,1.038191342,0.001792529,0.000873544,2.412636137,2857.079821,0.988999562,0.320985884,0.018871076,0.869696941,8.187871996,0.447227272,1.906135443,3.31469283,1.568538828,399.3095246,44.60070009,0.224211727,0.716549835,0.409077591,1.51180849,0.057866252,0.081002728,0.031624094,8.433091704,4.054009682,1.692705159,0.009567661,0.000664142,1.904495917,4088.70358,0.587746611,0.903621331,2.894840276,1.638536069,0.015248285,0.200385436,0.054117968,1.720672411,10.15549821,5351.867184,0.000112836,1.295278755,0.388408022,0.741139501,3.262329631,1.857242036,0.966334116,1.392977865,2.582766088,2.796298137,1.04118706,0.055516696,-0.001230487,-0.156976685,17.30171391,130.0296207,1.14E-06,37.91228237,167.941903,2.45775142,6.197178611,38.79340366,0.816410758,0.777379352,0.043250392,3.643461843,2.141558542,0.582034049,0.018155926
Experiment,,1,1,286,1.788887483,0.336693708,-3.446471746,-3.085214095,-0.992872727,3.363878406,7.392273151,0.135218407,1.404793384,0.743499712,0.886363381,1.550306419,0.001279605,0.000486161,2.037655115,1229.083578,0.997313979,0.348872317,0.02049398,4.517375794,0.234836668,1.291857279,2.666373594,4.423842981,0.862273886,433.8216029,37.77626557,0.264716479,0.772037755,0.202055953,0.746728521,0.074333433,0.097375649,0.186784263,49.80913686,4.487266504,1.040629362,0.415875931,0.000247164,1.915683537,33486.23874,0.678658947,0.581512111,2.264540638,1.309291608,0.012418131,0.432075879,0.582102636,1.328870891,4.062490006,1394.69102,0.000314656,0.768520596,2.523597395,1.03650624,2.262000854,1.703739538,1.934251184,1.026044004,0.661449831,3.049603978,0.723888879,0.105073893,-0.002918797,-0.128088205,20.6471456,121.5088834,3.45E-06,55.16931867,176.6782021,7.00906477,7.474080324,37.04344111,0.664861044,0.886708592,0.013906968,1.475680524,1.324669621,0.691749616,0.012729944
Experiment,,1,1,287,2.804141841,0.690753387,-3.071862521,-2.842853014,-1.15031398,1.034879801,6.8418386,0.003112007,0.775219117,0.616608476,0.827666165,1.905854907,0.001851996,0.000459438,2.665696847,1179.798493,0.869304301,0.706632179,0.016172541,4.794318454,3.935356066,1.005776553,3.891927304,1.37873556,1.006771345,370.2179891,6.88840465,1.451714948,0.106217099,0.284249042,1.050485589,0.034744476,0.149022596,0.183019705,48.80525463,2.606537447,2.014586769,0.517867204,0.000851478,1.45868178,26322.33654,0.184257746,0.245962132,2.459605368,1.523456892,0.031676897,0.11184878,0.091560813,2.596872071,10.10148651,1613.835623,0.000135302,0.963221846,1.113358414,0.787953446,1.313577103,3.113721139,1.931294902,1.396271596,0.519901453,1.104329932,0.986515743,0.034211465,0.000611252,-0.168280274,15.28749267,80.75384268,1.51E-06,62.15842816,142.9122708,7.410136794,5.136890578,33.58409171,0.803412115,1.735488602,0.080724092,3.07321504,1.351292092,0.540757524,0.01173501
Experiment,,1,1,288,1.522653372,0.414295281,-3.527903237,-2.41673395,-0.802467936,1.051299839,2.315044557,0.834557824,1.189742659,2.443639209,0.587478623,1.256892345,0.001203283,0.000482995,1.947933747,3262.959954,0.916708613,0.807333167,0.027227109,4.757967661,4.989896689,0.461123848,1.664610198,1.254478496,1.798000478,409.6999978,17.2867094,0.578479095,0.077095907,0.404960012,1.49659135,0.030801423,0.262380188,0.330010088,88.00269002,6.221102794,1.151912161,0.058989681,0.000337475,1.538587901,15112.92516,0.75713636,0.786028878,3.12190503,0.410782329,0.02172611,0.169602381,0.420484156,0.498520737,10.39239977,1147.359367,6.22E-05,1.122478507,1.039281795,1.409488061,1.266048578,1.577874064,0.80259339,1.772937044,3.236101715,1.343036027,0.878981334,0.106741919,-0.000632201,-0.124772437,18.4023902,90.24864229,2.95E-06,67.6828214,157.9314637,5.842899514,3.026296396,33.53678541,0.781738713,1.264788383,0.044907004,0.790960509,1.159372444,0.290730553,0.014908049
Experiment,,1,1,289,2.362757403,0.306136802,-3.537327033,-4.997213572,-1.499253624,1.201607127,4.446001595,0.198856244,1.071746595,0.791002242,0.823813703,0.579532359,0.001393379,0.000633073,2.993551466,1667.84523,0.826639831,0.458370779,0.035243564,1.788544372,8.236829874,1.828080461,3.513664513,3.977257786,2.377635471,302.3440317,15.0531666,0.664312053,0.064832478,0.200103121,0.739511533,0.065746403,0.166242323,0.056341755,15.02446794,0.595770897,2.283372815,0.072694227,0.000630631,1.374396277,20904.96813,0.089318177,0.713129811,3.080466022,1.489180095,0.010516605,0.27421234,0.528391553,2.23745599,6.412057483,2762.439028,1.62E-05,0.683919402,0.79800075,1.452164668,0.923999658,2.165030164,1.219961908,1.175513595,1.732352788,2.657444339,0.830450748,0.073542496,0.003839599,-0.140784681,15.44372866,107.4434398,2.54E-06,45.05736402,152.5008038,3.531620333,6.030030774,36.5287459,0.906211187,1.392222095,0.068017748,0.566843667,2.587408197,0.644993024,0.006693382
Experiment,,1,1,290,1.847473313,0.675025334,-2.745766976,-0.813087587,-0.54196621,1.213164793,5.234812957,0.070069883,0.727473053,1.380615415,0.524685988,0.337936966,0.001089853,0.000180613,2.181548818,2464.035362,0.837097151,0.114070745,0.050515288,1.037783783,7.789827165,2.425187458,1.784329307,2.882112504,0.771951651,457.9730032,6.380124563,1.567367518,0.356472054,0.050482589,0.186566088,0.046276115,0.137742808,0.265777055,70.87388124,1.808077162,0.681806474,0.248310086,0.000588838,1.56866079,8126.602259,0.423429951,0.431215903,3.069660612,1.396700248,0.00742571,0.146790854,0.520604465,1.065520229,8.210420025,2831.002812,0.000828133,0.818771222,0.638343323,0.307415672,1.0322762,3.705784233,1.576759599,1.943181879,2.172462658,6.701390043,0.81187773,0.034626273,-0.000942049,-0.169577639,15.08434429,99.71210047,2.82E-06,64.80789721,164.5199977,7.530358635,6.867041195,36.25823306,0.859615512,1.200565759,0.068656369,3.934505312,2.840009329,0.348569696,0.011676788
Experiment,,1,1,291,2.65299256,0.580151107,-3.548562558,-4.826287122,-1.523557254,1.366842543,6.234921554,0.071848234,0.915483773,2.317323752,0.574367548,1.842940298,0.001647844,0.000269627,2.976908883,3800.932881,0.883156258,0.759848913,0.041756848,1.109528725,8.540852438,1.934867129,1.840707169,3.47013479,1.046349088,469.8213842,6.072347743,1.646809508,0.083662834,0.362002703,1.337836078,0.021905705,0.142127374,0.101238756,26.99700148,3.131999744,0.401427808,0.100677618,0.000493166,1.159172431,12471.57216,0.771929745,0.638344999,3.008962044,0.394942802,0.012805878,0.249018912,0.035459015,2.880661424,6.54518223,1061.066169,0.000433314,1.325923299,1.981971016,0.602233494,2.30841183,0.230259143,1.197958616,0.815724092,1.995418559,0.193583225,0.892812693,0.061938848,0.00607986,-0.14570387,19.30474957,116.3788994,3.33E-06,8.997991478,125.3768909,10.24397331,6.468713129,36.04550772,0.916617768,1.213559758,0.044044068,3.230195359,2.455603166,0.554918513,0.010152203
Experiment,,1,1,292,2.913042208,0.661907503,-3.558695769,-5.270510872,-1.66702038,1.823745556,4.732759447,0.791044847,1.206076914,0.937474534,0.70147651,1.395962184,0.001082552,0.000244069,2.355969155,4375.075694,0.696142412,0.681434139,0.068019417,5.06380589,1.556987863,1.521797085,2.500937252,3.009413038,2.889762727,483.3140691,6.291978748,1.589325139,0.477535533,0.158988355,0.587565659,0.076922761,0.123012976,0.14097806,37.59414921,6.777012058,2.228763024,0.004507327,0.000569227,1.233717149,21332.49076,0.774045206,0.768141001,3.035392564,0.836185911,0.047662153,0.159292352,0.629811691,3.055678573,5.670585554,1865.941589,0.000214877,0.995765574,0.49523306,1.175476932,1.47080641,3.393174224,1.225671428,1.19711847,1.084310969,3.721246085,0.785837738,0.064136451,0.006426495,-0.144001315,16.09603291,69.94811515,4.71E-06,61.26953519,131.2176503,6.81408153,6.222155144,25.68045863,0.904377735,1.216903157,0.034456555,2.54352536,3.186934677,0.481539104,0.012484735
Experiment,,1,1,293,2.321134505,0.367742255,-2.809192496,-2.245459028,-0.930232188,1.443536285,1.862578029,0.782905209,1.230397262,1.174726346,0.493966536,0.290472035,0.001433762,0.000658365,3.433852093,5383.468498,0.549906376,0.387025635,0.033434257,5.856523997,2.452174546,0.514316741,2.603085562,2.709809225,1.627976545,353.1792791,13.96788238,0.715928136,0.815591006,0.417543746,1.543096451,0.060287725,0.080445815,0.034625334,9.23342238,4.241457874,1.1315834,0.501360296,0.000244797,1.845378222,26084.29433,0.029230825,0.877251392,2.685205916,1.081569518,0.027987901,0.285971849,0.401430469,2.612764007,11.60287256,1077.720169,0.000205121,1.120553703,1.314569459,1.234598167,1.926877665,0.793522641,0.877470082,0.740724972,1.206319441,6.979465319,0.590570908,0.068634325,-0.006027402,-0.153680023,15.00772774,113.9623247,2.80E-06,72.63240479,186.5947295,7.737358652,3.930632736,39.61866585,0.94655087,1.500904823,0.035655334,3.140865183,3.326374588,0.170454442,0.010814457
Experiment,,1,1,294,1.61926278,0.488411245,-3.451647833,-2.189774786,-0.775915204,2.226279572,5.348816392,0.492652021,0.703723542,1.124249032,0.446741383,0.49771439,0.001174757,0.000364956,1.609865307,4634.407685,0.926044686,0.398485031,0.024274323,4.336270278,1.775935558,1.212767164,2.266606745,3.62127669,2.134874523,496.9540097,41.33970234,0.24189821,0.205625776,0.241944177,0.894141525,0.03215938,0.159054046,0.27293802,72.78347205,2.329028179,1.886848147,0.429083493,0.000204284,1.759235864,18125.75247,0.136812902,0.893978981,3.158208111,0.653868285,0.014051576,0.192786362,0.318253472,1.703160276,2.533635097,2612.711053,0.000402012,1.043415534,2.329151876,0.683059236,0.704530642,0.713467072,1.464268274,0.728826786,0.47766493,5.559928666,0.470297745,0.058481447,0.002072601,-0.151844346,21.93863877,108.3810112,3.34E-06,14.49419079,122.875202,10.89564116,2.536743359,29.24243216,0.770184344,1.104197554,0.032123985,3.664122367,3.427728117,0.417067273,0.013720406
Experiment,,1,1,295,2.850831924,0.519339756,-3.308658922,-4.300681842,-1.456790111,2.923221202,5.620244477,0.611680998,1.165529695,2.79452451,0.476036595,1.072162827,0.001587613,0.000670878,2.441882801,3227.645102,0.780575365,0.291689119,0.044122881,3.187573264,4.143256303,2.272600175,2.164621014,3.450358145,0.945530292,420.7655841,21.0721504,0.474560015,0.323877381,0.255482638,0.944174968,0.078636549,0.07822742,0.103020912,27.47224322,2.789749867,0.592854191,0.037233543,0.000489095,1.4090781,27430.6114,0.897089157,0.892400267,2.37500015,1.672559823,0.026757778,0.314526206,0.11153219,1.155379547,4.19341908,1696.946648,0.000812345,0.983884896,1.917652319,0.979784805,2.360281295,1.084821899,1.518116931,1.615754058,2.038741929,4.0079165,0.682176605,0.116212448,0.002264816,-0.116032103,20.34145756,105.155363,1.62E-06,13.23858361,118.3939466,6.666918949,5.697965174,30.28677965,0.736098516,1.628728073,0.027986271,6.693981899,2.32885486,0.741928185,0.012065284
Experiment,,1,1,296,1.837467913,0.455830815,-3.074868582,-1.860330398,-0.753255351,1.340898622,6.630069945,0.872401118,1.178931357,1.435814988,0.780294921,0.717856294,0.001658339,0.000655805,2.201777745,2189.433092,0.975020888,0.13707874,0.02089477,1.338554858,3.030198618,0.602029199,1.746086888,1.735037514,1.086547258,388.1396438,16.28044816,0.614233705,0.468755061,0.233214417,0.861879368,0.006318884,0.209513142,0.372015774,99.20420648,1.557045225,0.77444351,0.481512081,0.000144464,1.520811857,8871.373478,0.978136466,0.390552056,2.931625509,0.498683542,0.021793156,0.204474977,0.678354687,1.170543835,4.521788866,628.8292699,0.000306874,0.823289288,2.398193869,0.597881989,2.749968555,0.917696959,1.378843616,1.309853271,2.71286843,6.233769381,0.971977273,0.030549337,-0.00490762,-0.176058679,14.6860877,115.4672576,2.72E-06,68.38256244,183.8498201,9.388829876,5.2553552,34.80561365,0.827338927,2.132224217,0.066248018,5.289642123,3.358368372,0.728857366,0.007867431
Experiment,,1,1,297,2.955157231,0.416719074,-3.586961167,-6.47011288,-1.919962786,1.125960918,4.106457584,0.369327712,0.955149354,1.290817396,0.622215856,0.479493978,0.001311065,0.000461594,4.464096657,2202.821509,0.955307352,0.899986074,0.043498125,3.42009447,2.673023432,1.818759196,1.859605625,2.191798305,0.539811714,401.2127832,13.67230953,0.731405325,0.663867131,0.398678053,1.473375414,0.050583416,0.222505484,0.234188574,62.45028637,3.359752867,1.009267258,0.289477867,0.000236409,1.196911498,3843.261646,0.813493265,0.551964109,2.653277863,0.969831737,0.008366859,0.225810984,0.075969398,0.582634266,3.147360655,935.5919172,0.000298999,1.037267146,1.491321377,0.90151432,1.623948949,0.904909393,0.943404051,1.697818557,3.13951762,1.775016064,0.919357259,0.109414947,-0.001648012,-0.12413899,15.06575263,136.3323185,1.89E-06,7.477832076,143.8101506,9.51103715,5.663349635,30.47486965,0.873121537,1.887042691,0.047769345,4.351629935,0.534528316,0.485865633,0.007279047
Experiment,,1,1,298,1.879597968,0.370400953,-3.195597034,-2.444192161,-0.880772226,2.844983951,1.800910273,0.282981858,0.567530747,2.88363243,0.508964581,1.243946025,0.001725612,0.000294343,2.72822455,4449.102009,0.62149514,0.067020299,0.041897011,5.026092244,3.564984166,1.320460883,1.400441312,2.130061834,2.054499158,407.1280431,22.87294246,0.437197795,0.408305198,0.012017046,0.044410824,0.012516805,0.133591894,0.097653229,26.04086111,0.283268045,1.563206678,0.338729312,9.68E-05,1.386026477,5625.802203,0.692152555,0.493385748,2.882831746,1.767795992,0.050011668,0.27892437,0.523392625,2.752188529,11.23632909,1092.94014,5.40E-05,0.827953199,2.009134318,0.875681972,0.668639859,0.637418895,0.904679418,1.822959458,1.284357042,0.809699225,0.530288922,0.107449483,0.003437368,-0.120266301,16.77736614,116.2163222,5.96E-06,65.69566945,181.9119916,4.939126553,3.986964672,40.87143794,0.805054567,1.136606082,0.031571322,4.799095277,2.602783637,0.45920156,0.011062569
Experiment,,1,1,299,2.223425683,0.36400155,-2.863016967,-2.237842449,-0.90877701,3.329982942,7.779559269,0.231383279,0.647016511,2.300497273,0.735394941,0.334388076,0.001293334,0.000295768,1.142840526,4989.875226,0.764227633,0.103323501,0.031967446,3.92147798,5.783361359,1.536271186,3.370155718,1.991303756,3.269435039,417.1949418,37.5432828,0.266359233,0.306599924,0.163998379,0.606080967,0.09060747,0.155495863,0.232888681,62.10364821,3.733873892,1.582167511,0.48789405,0.000639378,1.268755125,11563.89756,0.973592323,0.483837728,2.379355383,0.602092426,0.045483675,0.223639814,0.03900287,0.223370137,5.196420905,1324.433318,0.000275253,0.851093684,1.792539896,1.31612836,0.592875849,1.664164674,1.94676902,0.631835682,0.722439876,1.017823876,0.69946366,0.079690674,-0.005322909,-0.146153763,19.16093522,89.69287495,3.50E-06,28.4435736,118.1364485,7.096798212,4.368534154,38.02248672,0.943261088,0.752420529,0.025994345,4.962572785,3.695095909,0.679262395,0.014138186
Experiment,,1,1,300,2.205651586,0.555594898,-2.94855847,-1.92602223,-0.841637415,2.481903821,2.068947975,0.452671748,1.123998489,4.051702975,0.574825687,1.389229054,0.001248482,0.000158372,1.178111756,2143.810763,0.97888293,0.544323707,0.02667569,2.375476069,7.418507629,0.888785961,1.961036943,1.946557786,2.250366939,381.1880369,33.52533044,0.298281922,0.389497357,0.067429788,0.249197042,0.043397658,0.140877209,0.377084729,100.5559277,1.894093991,1.289752034,0.191305994,0.000719161,1.132275183,17783.31828,0.350202992,0.425122066,3.058047557,0.934324434,0.024844592,0.240591382,0.238433294,0.94496929,6.988863074,5777.089957,3.55E-05,0.655670912,0.351791506,0.971146873,2.104725435,2.644578674,1.325349921,1.652662633,1.847099847,5.054521157,1.006778239,0.031688366,0.002206729,-0.168241549,17.1260861,78.64864797,1.60E-06,54.79301021,133.4416582,9.258805208,8.033005074,34.86241007,0.933224402,1.690976705,0.094667919,4.814979758,1.873190629,0.523359354,0.008577851
Experiment,,1,1,301,2.644338502,0.656290353,-2.691276799,-1.75617065,-0.896400178,1.606750768,2.526350806,0.128590615,0.945607239,3.188476949,0.582414334,0.506461529,0.001656842,0.000226791,1.468372836,1809.828673,0.87307178,0.119140289,0.028593529,5.743514893,0.878437688,1.11749606,3.589538388,3.382938669,1.127812604,391.0653296,40.14231378,0.249113692,0.053199785,0.131150668,0.484687251,0.022710834,0.126100882,0.25555273,68.14739468,9.277307226,0.834815411,0.269319727,0.00074596,1.318296579,37204.00805,0.028730351,0.200461016,2.600947505,1.051482777,0.020987307,0.277695745,0.151172201,1.469422984,4.323705779,4810.954321,0.000609288,1.301772334,0.384958874,1.273058683,3.490858304,2.550135778,1.102235936,1.722196571,2.394163615,4.725639076,0.728994355,0.051350837,0.006676241,-0.151640293,20.48044635,112.2741962,4.85E-06,76.28760772,188.5618039,4.16644326,5.863823396,35.73124079,0.750098274,1.361700272,0.071510896,2.239031818,0.670645918,0.317965323,0.015228795
